filename,width,height,class,xmin,ymin,xmax,ymax
person0215131.jpg,150,100,person,71,33,84,49
person0211083.jpg,150,100,person,74,43,78,53
person25193.jpg,150,100,person,57,37,89,74
person02215328.jpg,150,100,person,75,49,79,54
person15114.jpg,150,100,person,67,48,80,63
person0231051.jpg,150,100,person,73,47,78,59
person0231086.jpg,150,100,person,74,48,78,55
person32128.jpg,150,100,person,68,30,78,59
person110108.jpg,150,100,person,72,46,76,54
person02215194.jpg,150,100,person,74,49,79,56
person0232136.jpg,150,100,person,69,40,81,70
person02110159.jpg,150,100,person,74,47,78,55
person1298.jpg,150,100,person,62,26,83,53
person115209.jpg,150,100,person,72,42,75,53
person2527.jpg,150,100,person,69,44,79,60
person15155.jpg,150,100,person,67,49,87,69
person021563.jpg,150,100,person,70,42,82,59
person115180.jpg,150,100,person,72,49,77,56
person0231573.jpg,150,100,person,74,48,78,55
person110268.jpg,150,100,person,71,32,78,49
person11031.jpg,150,100,person,71,38,78,50
person02310107.jpg,150,100,person,73,48,78,57
person11526.jpg,150,100,person,72,46,76,53
person02210161.jpg,150,100,person,71,43,83,57
person3294.jpg,150,100,person,70,46,82,73
person0211023.jpg,150,100,person,72,38,78,50
person215237.jpg,150,100,person,71,49,76,55
person0225109.jpg,150,100,person,73,37,83,51
person12118.jpg,150,100,person,61,35,83,62
person022555.jpg,150,100,person,70,40,84,57
person0225354.jpg,150,100,person,65,47,79,67
person02210103.jpg,150,100,person,74,40,80,51
person02315273.jpg,150,100,person,74,38,77,48
person02310304.jpg,150,100,person,71,28,78,48
person02315301.jpg,150,100,person,74,46,77,56
person02210210.jpg,150,100,person,71,47,81,59
person023217.jpg,150,100,person,69,38,82,71
person0231027.jpg,150,100,person,74,44,78,53
person022556.jpg,150,100,person,67,48,81,65
person0231543.jpg,150,100,person,74,42,78,50
person110135.jpg,150,100,person,71,44,77,54
person0211014.jpg,150,100,person,73,48,77,59
person02315196.jpg,150,100,person,75,44,77,52
person215324.jpg,150,100,person,71,48,76,54
person32175.jpg,150,100,person,67,4,83,46
person3593.jpg,150,100,person,72,40,77,55
person02310296.jpg,150,100,person,70,49,77,62
person022152.jpg,150,100,person,71,48,82,57
person12132.jpg,150,100,person,65,19,84,49
person021536.jpg,150,100,person,70,40,85,55
person02210116.jpg,150,100,person,74,44,81,53
person023274.jpg,150,100,person,67,47,79,75
person35343.jpg,150,100,person,69,32,83,61
person32196.jpg,150,100,person,70,50,105,93
person110264.jpg,150,100,person,70,41,78,60
person22133.jpg,150,100,person,65,48,98,74
person128.jpg,150,100,person,56,16,90,56
person0221098.jpg,150,100,person,74,41,81,51
person31523.jpg,150,100,person,73,45,76,51
person023515.jpg,150,100,person,73,43,78,60
person02210325.jpg,150,100,person,70,39,82,49
person25354.jpg,150,100,person,71,47,85,67
person325.jpg,150,100,person,69,37,86,76
person35282.jpg,150,100,person,64,27,102,88
person0215173.jpg,150,100,person,65,33,87,55
person2105.jpg,150,100,person,70,45,79,58
person0221529.jpg,150,100,person,74,47,78,51
person259.jpg,150,100,person,70,49,91,72
person11560.jpg,150,100,person,73,48,76,53
person22321.jpg,150,100,person,40,0,122,91
person215272.jpg,150,100,person,71,48,76,56
person315249.jpg,150,100,person,72,49,77,60
person15289.jpg,150,100,person,54,5,106,54
person02110203.jpg,150,100,person,73,48,79,59
person02210141.jpg,150,100,person,73,41,81,52
person02115249.jpg,150,100,person,74,44,78,55
person25239.jpg,150,100,person,59,42,97,82
person02210334.jpg,150,100,person,69,38,81,49
person2587.jpg,150,100,person,68,33,79,49
person32348.jpg,150,100,person,67,41,98,94
person0215148.jpg,150,100,person,67,38,85,58
person110167.jpg,150,100,person,71,45,78,56
person315255.jpg,150,100,person,73,40,76,50
person0231063.jpg,150,100,person,74,47,77,58
person12335.jpg,150,100,person,62,41,122,100
person0232148.jpg,150,100,person,70,35,83,68
person15338.jpg,150,100,person,67,42,92,67
person0225345.jpg,150,100,person,63,33,86,59
person02110138.jpg,150,100,person,73,45,78,54
person11053.jpg,150,100,person,72,48,76,57
person0225192.jpg,150,100,person,61,46,85,65
person0235349.jpg,150,100,person,63,46,79,79
person32215.jpg,150,100,person,59,3,83,61
person023513.jpg,150,100,person,73,40,79,58
person12182.jpg,150,100,person,53,8,90,49
person0222116.jpg,150,100,person,65,41,88,69
person02110113.jpg,150,100,person,73,49,77,58
person215132.jpg,150,100,person,71,49,76,55
person02115155.jpg,150,100,person,75,44,77,50
person215333.jpg,150,100,person,71,48,76,56
person0211554.jpg,150,100,person,74,43,78,50
person0222148.jpg,150,100,person,65,35,90,66
person0235108.jpg,150,100,person,74,42,78,58
person315182.jpg,150,100,person,73,44,75,50
person21049.jpg,150,100,person,71,48,77,57
person02310187.jpg,150,100,person,73,41,80,57
person215257.jpg,150,100,person,71,49,76,56
person1247.jpg,150,100,person,64,41,89,70
person0211059.jpg,150,100,person,75,42,78,51
person115151.jpg,150,100,person,72,45,75,51
person0225249.jpg,150,100,person,29,47,90,93
person0232109.jpg,150,100,person,73,23,80,51
person3533.jpg,150,100,person,71,32,78,51
person115286.jpg,150,100,person,72,44,76,54
person215274.jpg,150,100,person,71,48,76,55
person1550.jpg,150,100,person,66,36,80,54
person02210119.jpg,150,100,person,74,40,80,49
person02115215.jpg,150,100,person,74,47,78,60
person02110235.jpg,150,100,person,72,26,79,49
person315280.jpg,150,100,person,73,48,76,56
person0235164.jpg,150,100,person,72,30,81,51
person0212334.jpg,150,100,person,23,24,103,100
person02210155.jpg,150,100,person,73,42,84,51
person02215301.jpg,150,100,person,74,49,79,55
person0211597.jpg,150,100,person,75,45,77,51
person3296.jpg,150,100,person,69,28,77,54
person1152.jpg,150,100,person,72,39,77,51
person315304.jpg,150,100,person,73,48,76,55
person0212321.jpg,150,100,person,16,35,89,98
person02215146.jpg,150,100,person,75,49,79,55
person0222132.jpg,150,100,person,69,34,87,62
person02315341.jpg,150,100,person,74,42,77,52
person25248.jpg,150,100,person,43,0,96,69
person0215204.jpg,150,100,person,39,44,91,87
person0232139.jpg,150,100,person,71,23,83,52
person02315311.jpg,150,100,person,74,44,77,57
person0231518.jpg,150,100,person,74,44,77,49
person32191.jpg,150,100,person,65,31,83,71
person215303.jpg,150,100,person,71,49,76,55
person3526.jpg,150,100,person,72,49,80,65
person0215355.jpg,150,100,person,68,24,81,49
person22342.jpg,150,100,person,62,37,120,94
person315209.jpg,150,100,person,72,45,76,58
person02326.jpg,150,100,person,69,27,85,69
person0212129.jpg,150,100,person,65,19,88,47
person11537.jpg,150,100,person,72,43,75,50
person210132.jpg,150,100,person,68,46,77,56
person02110289.jpg,150,100,person,73,35,80,51
person0231585.jpg,150,100,person,74,47,77,53
person0231585.jpg,150,100,road,134,66,150,86
person315115.jpg,150,100,person,72,43,76,50
person02115140.jpg,150,100,person,74,49,78,56
person11062.jpg,150,100,person,73,48,76,59
person115336.jpg,150,100,person,71,40,77,52
person11084.jpg,150,100,person,72,46,76,56
person35194.jpg,150,100,person,69,46,84,75
person1210.jpg,150,100,person,68,43,102,81
person110346.jpg,150,100,person,73,41,76,52
person315240.jpg,150,100,person,73,49,76,60
person35134.jpg,150,100,person,70,35,77,54
person115143.jpg,150,100,person,72,49,75,55
person25235.jpg,150,100,person,52,11,82,59
person215287.jpg,150,100,person,71,49,75,54
person02110298.jpg,150,100,person,71,36,79,52
person21591.jpg,150,100,person,71,48,76,55
person25101.jpg,150,100,person,67,34,79,51
person02115158.jpg,150,100,person,74,45,78,51
person02310140.jpg,150,100,person,74,45,78,55
person0211060.jpg,150,100,person,74,45,78,56
person210358.jpg,150,100,person,70,45,83,57
person021520.jpg,150,100,person,71,37,82,56
person0221544.jpg,150,100,person,73,46,80,53
person0232197.jpg,150,100,person,67,6,91,59
person0235353.jpg,150,100,person,69,35,82,63
person0235199.jpg,150,100,person,67,24,85,58
person0221541.jpg,150,100,person,75,45,79,51
person115147.jpg,150,100,person,72,44,75,51
person02315238.jpg,150,100,person,74,44,78,56
person021558.jpg,150,100,person,66,50,81,67
person0212138.jpg,150,100,person,68,25,88,54
person0221595.jpg,150,100,person,74,48,79,55
person021216.jpg,150,100,person,61,28,92,61
person02310293.jpg,150,100,person,71,40,79,59
person0231535.jpg,150,100,person,74,46,77,53
person02315258.jpg,150,100,person,74,39,78,50
person35346.jpg,150,100,person,70,41,81,70
person25316.jpg,150,100,person,52,18,142,93
person310326.jpg,150,100,person,73,49,79,66
person02110277.jpg,150,100,person,71,40,81,60
person0211573.jpg,150,100,person,75,44,77,51
person0232212.jpg,150,100,person,61,0,90,61
person0212146.jpg,150,100,person,50,45,87,77
person0212212.jpg,150,100,person,34,33,100,84
person31526.jpg,150,100,person,73,46,76,53
person21575.jpg,150,100,person,71,46,76,52
person0225199.jpg,150,100,person,58,37,93,66
person02115163.jpg,150,100,person,75,48,77,54
person02115163.jpg,150,100,road,1,65,113,100
person022533.jpg,150,100,person,67,40,85,62
person02310305.jpg,150,100,person,70,43,79,63
person315264.jpg,150,100,person,73,40,75,50
person0225312.jpg,150,100,person,69,19,80,51
person110125.jpg,150,100,person,72,41,76,51
person02115195.jpg,150,100,person,74,46,78,53
person310344.jpg,150,100,person,73,47,77,60
person32356.jpg,150,100,person,69,18,78,57
person0225121.jpg,150,100,person,72,38,84,56
person023537.jpg,150,100,person,71,47,78,62
person0231070.jpg,150,100,person,74,42,78,50
person3252.jpg,150,100,person,69,30,77,58
person0221026.jpg,150,100,person,70,42,83,56
person11039.jpg,150,100,person,73,41,76,50
person35252.jpg,150,100,person,63,32,91,92
person115145.jpg,150,100,person,73,48,75,53
person0215112.jpg,150,100,person,70,46,83,61
person0215326.jpg,150,100,person,61,23,90,48
person115297.jpg,150,100,person,72,46,76,54
person0222330.jpg,150,100,person,53,11,105,78
person023577.jpg,150,100,person,73,36,79,51
person32211.jpg,150,100,person,54,8,93,88
person210279.jpg,150,100,person,66,31,79,50
person25146.jpg,150,100,person,64,38,80,59
person315135.jpg,150,100,person,72,47,75,53
person315135.jpg,150,100,road,1,79,144,100
person25305.jpg,150,100,person,69,43,128,88
person0215176.jpg,150,100,person,62,49,82,68
person32171.jpg,150,100,person,67,44,86,79
person0225348.jpg,150,100,person,61,22,90,48
person023220.jpg,150,100,person,70,21,82,56
person021514.jpg,150,100,person,68,44,82,63
person0215104.jpg,150,100,person,71,38,84,54
person11096.jpg,150,100,person,72,43,76,51
person310247.jpg,150,100,person,71,41,79,64
person115280.jpg,150,100,person,72,40,76,51
person0221554.jpg,150,100,person,74,49,79,56
person021517.jpg,150,100,person,69,35,83,51
person022541.jpg,150,100,person,66,49,81,65
person0212175.jpg,150,100,person,54,43,90,82
person110101.jpg,150,100,person,72,45,76,53
person315203.jpg,150,100,person,72,45,76,54
person022275.jpg,150,100,person,68,29,88,57
person31544.jpg,150,100,person,73,46,75,52
person22129.jpg,150,100,person,64,44,93,73
person2564.jpg,150,100,person,70,49,84,67
person02210174.jpg,150,100,person,72,46,81,55
person25159.jpg,150,100,person,62,34,80,51
person02110319.jpg,150,100,person,68,40,79,61
person02310340.jpg,150,100,person,70,44,79,61
person12137.jpg,150,100,person,59,38,84,68
person1576.jpg,150,100,person,68,46,79,61
person0231047.jpg,150,100,person,74,48,77,58
person0225346.jpg,150,100,person,56,12,96,46
person021228.jpg,150,100,person,63,21,93,56
person0225304.jpg,150,100,person,50,36,86,70
person0235111.jpg,150,100,person,74,37,79,52
person02310241.jpg,150,100,person,72,48,78,63
person1235.jpg,150,100,person,64,41,93,75
person02215117.jpg,150,100,person,74,49,79,56
person02215341.jpg,150,100,person,75,49,79,55
person15121.jpg,150,100,person,66,36,78,52
person0231019.jpg,150,100,person,73,49,78,61
person02215354.jpg,150,100,person,75,48,79,55
person315238.jpg,150,100,person,72,44,76,56
person110254.jpg,150,100,person,71,49,81,68
person15360.jpg,150,100,person,68,45,94,74
person02315293.jpg,150,100,person,74,42,77,51
person0235304.jpg,150,100,person,71,27,81,62
person021543.jpg,150,100,person,69,47,81,63
person022599.jpg,150,100,person,68,48,82,65
person023102.jpg,150,100,person,71,46,77,59
person2270.jpg,150,100,person,67,44,90,72
person02110268.jpg,150,100,person,72,32,79,49
person25325.jpg,150,100,person,67,30,86,56
person0215306.jpg,150,100,person,39,40,85,74
person315332.jpg,150,100,person,73,49,77,58
person0232335.jpg,150,100,person,50,34,85,98
person25283.jpg,150,100,person,72,47,150,97
person0221050.jpg,150,100,person,73,43,80,51
person0232202.jpg,150,100,person,69,0,92,57
person25291.jpg,150,100,person,54,19,112,69
person11065.jpg,150,100,person,72,49,76,57
person02315160.jpg,150,100,person,75,44,77,51
person310329.jpg,150,100,person,72,42,77,54
person021226.jpg,150,100,person,63,18,92,53
person25210.jpg,150,100,person,50,36,99,75
person215360.jpg,150,100,person,71,48,76,55
person02210260.jpg,150,100,person,66,48,81,65
person2102.jpg,150,100,person,69,40,80,50
person02115287.jpg,150,100,person,73,49,77,58
person25255.jpg,150,100,person,15,0,123,88
person215115.jpg,150,100,person,71,48,76,56
person21573.jpg,150,100,person,70,44,76,49
person25156.jpg,150,100,person,65,34,81,53
person115152.jpg,150,100,person,72,46,76,53
person210283.jpg,150,100,person,64,33,80,53
person02115310.jpg,150,100,person,74,44,77,53
person210224.jpg,150,100,person,67,44,78,59
person02115206.jpg,150,100,person,73,49,78,61
person02215120.jpg,150,100,person,74,49,79,56
person15110.jpg,150,100,person,66,37,79,51
person0215329.jpg,150,100,person,52,40,87,70
person310180.jpg,150,100,person,71,42,76,55
person0215189.jpg,150,100,person,71,37,87,55
person023234.jpg,150,100,person,64,49,78,82
person25139.jpg,150,100,person,66,31,80,50
person021290.jpg,150,100,person,58,47,85,72
person12334.jpg,150,100,person,47,24,127,100
person110274.jpg,150,100,person,71,43,79,59
person02315259.jpg,150,100,person,74,47,78,56
person0211582.jpg,150,100,person,74,47,78,53
person110317.jpg,150,100,person,72,47,83,64
person0215347.jpg,150,100,person,58,50,79,72
person31077.jpg,150,100,person,73,40,76,49
person210273.jpg,150,100,person,67,43,81,61
person0225193.jpg,150,100,person,61,37,93,74
person0235209.jpg,150,100,person,69,20,84,51
person310239.jpg,150,100,person,71,40,76,54
person252.jpg,150,100,person,70,48,84,65
person0232198.jpg,150,100,person,60,34,86,76
person023574.jpg,150,100,person,73,45,79,61
person023151.jpg,150,100,person,74,44,78,56
person0235314.jpg,150,100,person,60,41,80,83
person0211557.jpg,150,100,person,74,48,78,55
person0211557.jpg,150,100,person,74,49,77,55
person210168.jpg,150,100,person,67,42,78,53
person21528.jpg,150,100,person,69,46,78,53
person315105.jpg,150,100,person,72,42,76,51
person0225322.jpg,150,100,person,0,37,86,98
person0231080.jpg,150,100,person,75,43,77,52
person023573.jpg,150,100,person,72,45,79,61
person15149.jpg,150,100,person,66,33,79,49
person0211540.jpg,150,100,person,74,45,78,52
person11575.jpg,150,100,person,73,49,75,56
person11575.jpg,150,100,road,0,70,15,89
person115247.jpg,150,100,person,73,50,77,60
person15132.jpg,150,100,person,68,30,81,48
person21555.jpg,150,100,person,70,47,76,55
person31512.jpg,150,100,person,73,48,76,58
person11082.jpg,150,100,person,72,47,76,56
person115343.jpg,150,100,person,73,48,78,59
person210118.jpg,150,100,person,70,43,75,51
person0231046.jpg,150,100,person,74,44,78,53
person0211061.jpg,150,100,person,73,40,79,51
person215149.jpg,150,100,person,71,48,76,55
person3157.jpg,150,100,person,73,49,77,56
person021245.jpg,150,100,person,65,22,87,52
person35178.jpg,150,100,person,71,49,80,68
person215223.jpg,150,100,person,71,49,76,55
person215265.jpg,150,100,person,71,49,75,55
person115168.jpg,150,100,person,73,43,75,51
person215248.jpg,150,100,person,71,49,76,56
person225.jpg,150,100,person,62,18,86,52
person02210109.jpg,150,100,person,74,41,81,50
person315127.jpg,150,100,person,73,48,76,53
person315127.jpg,150,100,road,1,70,150,100
person21531.jpg,150,100,person,71,47,77,56
person02115165.jpg,150,100,person,75,49,78,55
person0231586.jpg,150,100,person,74,49,78,55
person0231586.jpg,150,100,road,131,70,149,100
person25158.jpg,150,100,person,68,49,89,70
person02310314.jpg,150,100,person,72,40,79,57
person110308.jpg,150,100,person,70,35,79,56
person021280.jpg,150,100,person,65,20,85,47
person22137.jpg,150,100,person,63,44,94,72
person35353.jpg,150,100,person,68,35,81,63
person35331.jpg,150,100,person,65,17,83,72
person25107.jpg,150,100,person,68,47,79,63
person0212213.jpg,150,100,person,20,35,101,87
person02315305.jpg,150,100,person,74,48,78,56
person11021.jpg,150,100,person,72,44,77,55
person0221016.jpg,150,100,person,73,46,79,57
person215227.jpg,150,100,person,71,49,76,56
person0225204.jpg,150,100,person,71,35,85,59
person02315103.jpg,150,100,person,74,47,77,53
person02315103.jpg,150,100,road,133,65,150,83
person02110213.jpg,150,100,person,73,36,79,57
person02315353.jpg,150,100,person,73,48,78,58
person02210131.jpg,150,100,person,74,43,81,51
person1241.jpg,150,100,person,67,45,95,74
person210219.jpg,150,100,person,67,45,80,56
person022233.jpg,150,100,person,63,35,92,68
person115161.jpg,150,100,person,72,47,76,55
person0235224.jpg,150,100,person,54,0,103,77
person021592.jpg,150,100,person,72,39,83,55
person02115145.jpg,150,100,person,75,48,77,53
person215170.jpg,150,100,person,72,49,75,55
person0222155.jpg,150,100,person,66,24,92,56
person0235221.jpg,150,100,person,62,50,80,79
person215347.jpg,150,100,person,71,49,75,55
person02210218.jpg,150,100,person,71,37,81,51
person315221.jpg,150,100,person,72,48,78,61
person022294.jpg,150,100,person,68,33,90,59
person02110248.jpg,150,100,person,72,39,81,51
person11070.jpg,150,100,person,72,41,76,49
person1224.jpg,150,100,person,63,36,89,67
person02315295.jpg,150,100,person,73,42,78,51
person02110273.jpg,150,100,person,71,48,79,65
person3544.jpg,150,100,person,72,33,77,49
person25355.jpg,150,100,person,60,25,85,49
person310261.jpg,150,100,person,72,42,76,56
person257.jpg,150,100,person,65,41,86,60
person215212.jpg,150,100,person,71,49,76,56
person02110330.jpg,150,100,person,73,33,78,49
person11545.jpg,150,100,person,72,47,76,55
person0222204.jpg,150,100,person,22,43,94,97
person25314.jpg,150,100,person,52,21,130,91
person11583.jpg,150,100,person,73,49,76,55
person02310335.jpg,150,100,person,68,49,77,72
person02215274.jpg,150,100,person,74,48,79,55
person110163.jpg,150,100,person,69,40,77,54
person25112.jpg,150,100,person,67,35,78,51
person022512.jpg,150,100,person,62,41,86,67
person02115200.jpg,150,100,person,73,43,78,51
person35349.jpg,150,100,person,71,46,87,79
person0215179.jpg,150,100,person,68,32,84,52
person022523.jpg,150,100,person,66,43,85,63
person02310248.jpg,150,100,person,74,36,78,50
person35325.jpg,150,100,person,66,29,91,70
person0235343.jpg,150,100,person,67,32,81,61
person023101.jpg,150,100,person,126,46,128,52
person023101.jpg,150,100,road,38,55,108,100
person022597.jpg,150,100,person,70,33,84,50
person3595.jpg,150,100,person,72,37,76,51
person32163.jpg,150,100,person,68,17,79,53
person0231032.jpg,150,100,person,73,45,78,58
person02210227.jpg,150,100,person,69,44,82,60
person021259.jpg,150,100,person,61,46,85,74
person310152.jpg,150,100,person,71,44,76,55
person02115349.jpg,150,100,person,72,45,78,56
person0212165.jpg,150,100,person,63,24,94,60
person210257.jpg,150,100,person,67,44,79,60
person15108.jpg,150,100,person,66,40,78,55
person12150.jpg,150,100,person,62,12,86,45
person02310214.jpg,150,100,person,71,49,79,67
person0232157.jpg,150,100,person,71,25,84,56
person0211577.jpg,150,100,person,75,45,77,50
person0211577.jpg,150,100,road,135,58,149,68
person0221089.jpg,150,100,person,73,48,80,57
person1292.jpg,150,100,person,63,22,84,48
person25104.jpg,150,100,person,67,44,80,60
person0215228.jpg,150,100,person,38,43,93,81
person02115271.jpg,150,100,person,74,44,78,53
person1518.jpg,150,100,person,70,30,80,48
person0212354.jpg,150,100,person,58,17,99,67
person0235250.jpg,150,100,person,55,25,91,100
person023540.jpg,150,100,person,73,34,78,50
person11553.jpg,150,100,person,72,49,76,55
person11063.jpg,150,100,person,72,39,76,49
person115311.jpg,150,100,person,73,46,76,55
person12128.jpg,150,100,person,65,44,92,74
person02310321.jpg,150,100,person,73,47,78,59
person02215113.jpg,150,100,person,75,49,79,55
person215348.jpg,150,100,person,71,49,76,55
person31058.jpg,150,100,person,73,47,76,56
person11578.jpg,150,100,person,73,48,76,54
person22350.jpg,150,100,person,53,18,92,60
person21565.jpg,150,100,person,70,43,76,51
person023553.jpg,150,100,person,73,40,79,56
person02215102.jpg,150,100,person,75,48,79,55
person02315104.jpg,150,100,person,75,49,77,56
person0235195.jpg,150,100,person,69,42,81,68
person25276.jpg,150,100,person,23,0,150,83
person32139.jpg,150,100,person,67,23,79,52
person022522.jpg,150,100,person,70,36,82,53
person310345.jpg,150,100,person,72,34,76,50
person1253.jpg,150,100,person,61,25,84,53
person02115104.jpg,150,100,person,74,44,77,49
person0212140.jpg,150,100,person,64,26,91,58
person021585.jpg,150,100,person,71,43,84,59
person115192.jpg,150,100,person,72,48,76,58
person310225.jpg,150,100,person,71,40,76,54
person25201.jpg,150,100,person,60,39,87,64
person023524.jpg,150,100,person,71,40,78,57
person0211015.jpg,150,100,person,73,46,78,56
person21526.jpg,150,100,person,71,47,76,51
person110105.jpg,150,100,person,72,41,76,49
person021159.jpg,150,100,person,73,46,78,53
person115244.jpg,150,100,person,72,39,77,51
person02210100.jpg,150,100,person,73,48,80,57
person12197.jpg,150,100,person,53,1,88,53
person02115117.jpg,150,100,person,74,46,78,52
person22170.jpg,150,100,person,62,44,95,80
person12330.jpg,150,100,person,60,39,137,100
person0225352.jpg,150,100,person,63,46,79,67
person0215260.jpg,150,100,person,39,11,114,90
person02215170.jpg,150,100,person,75,49,78,55
person02115210.jpg,150,100,person,74,42,78,51
person02315320.jpg,150,100,person,74,42,76,49
person3518.jpg,150,100,person,72,47,80,65
person310218.jpg,150,100,person,72,48,77,58
person25328.jpg,150,100,person,55,19,114,86
person1289.jpg,150,100,person,63,34,81,61
person023297.jpg,150,100,person,69,44,81,71
person22140.jpg,150,100,person,64,48,99,76
person2278.jpg,150,100,person,64,35,84,61
person0231590.jpg,150,100,person,74,43,78,51
person0235360.jpg,150,100,person,71,35,79,56
person023288.jpg,150,100,person,70,42,81,69
person022534.jpg,150,100,person,70,43,83,60
person315334.jpg,150,100,person,73,49,76,55
person21019.jpg,150,100,person,70,47,78,58
person0221578.jpg,150,100,person,75,45,79,51
person02315180.jpg,150,100,person,74,40,78,51
person115346.jpg,150,100,person,73,49,77,58
person22150.jpg,150,100,person,60,25,81,57
person310170.jpg,150,100,person,72,45,75,54
person022270.jpg,150,100,person,60,44,83,72
person115150.jpg,150,100,person,72,49,76,55
person0211521.jpg,150,100,person,75,46,77,52
person310300.jpg,150,100,person,72,37,77,53
person02110163.jpg,150,100,person,73,40,81,54
person0235163.jpg,150,100,person,71,34,81,58
person022590.jpg,150,100,person,72,41,82,56
person25187.jpg,150,100,person,61,42,86,63
person0235342.jpg,150,100,person,62,47,78,76
person0222183.jpg,150,100,person,33,47,89,85
person210228.jpg,150,100,person,67,42,78,55
person310138.jpg,150,100,person,72,40,76,52
person215160.jpg,150,100,person,71,49,76,55
person02310266.jpg,150,100,person,71,31,78,48
person315244.jpg,150,100,person,73,48,75,56
person2548.jpg,150,100,person,66,43,82,58
person0221549.jpg,150,100,person,75,43,79,51
person215344.jpg,150,100,person,71,49,76,55
person02110336.jpg,150,100,person,72,37,79,49
person35131.jpg,150,100,person,70,41,77,56
person023554.jpg,150,100,person,73,35,80,52
person02210318.jpg,150,100,person,69,36,82,50
person0222157.jpg,150,100,person,66,35,90,66
person31057.jpg,150,100,person,72,43,76,51
person0211052.jpg,150,100,person,74,40,77,50
person02215236.jpg,150,100,person,74,48,80,56
person15152.jpg,150,100,person,66,33,82,51
person35198.jpg,150,100,person,65,26,81,59
person31096.jpg,150,100,person,72,46,76,55
person215358.jpg,150,100,person,71,49,75,55
person11019.jpg,150,100,person,72,41,76,51
person02115182.jpg,150,100,person,73,50,77,58
person0221513.jpg,150,100,person,73,49,80,55
person0232143.jpg,150,100,person,72,28,81,59
person22343.jpg,150,100,person,70,48,114,97
person021218.jpg,150,100,person,63,25,89,58
person11047.jpg,150,100,person,72,40,77,49
person12201.jpg,150,100,person,46,25,117,87
person023570.jpg,150,100,person,73,46,79,62
person02210253.jpg,150,100,person,73,39,83,53
person315208.jpg,150,100,person,72,44,76,52
person215349.jpg,150,100,person,71,49,76,55
person02310132.jpg,150,100,person,75,44,78,56
person315207.jpg,150,100,person,72,43,77,54
person1565.jpg,150,100,person,67,33,81,48
person02210138.jpg,150,100,person,74,46,81,56
person023539.jpg,150,100,person,73,34,79,53
person115146.jpg,150,100,person,72,49,76,57
person210184.jpg,150,100,person,66,38,76,50
person31518.jpg,150,100,person,73,44,76,49
person0221581.jpg,150,100,person,74,48,79,55
person210111.jpg,150,100,person,70,47,77,57
person0215163.jpg,150,100,person,69,38,88,52
person2286.jpg,150,100,person,63,24,84,51
person11572.jpg,150,100,person,73,50,76,56
person115290.jpg,150,100,person,72,46,76,55
person0225177.jpg,150,100,person,69,40,87,58
person310165.jpg,150,100,person,71,42,77,56
person0225188.jpg,150,100,person,67,22,93,50
person0211057.jpg,150,100,person,74,42,78,51
